id,name,host_id,host_name,neighbourhood,neighbourhood_group,city,room_type,price,usd,number_of_reviews,calculated_host_listings_count,availability_365,tipo disponibilidad,tipo host
21741817,New Style Cost-Performance Apartment in Tokyo #202,111043861,M-1 Tokyo,Ota Ku,"",Tokyo,Entire home/apt,¥5810,"$38,93",19,133,-1,'-,Profesional
21741927,New Style Cost-Performance Apartment in Tokyo #203,111043861,M-1 Tokyo,Ota Ku,"",Tokyo,Entire home/apt,¥5810,"$38,93",22,133,-1,'-,Profesional
21742205,New Style Cost-Performance Apartment in Tokyo #301,111043861,M-1 Tokyo,Ota Ku,"",Tokyo,Entire home/apt,¥5703,"$38,21",31,133,-1,'-,Profesional
21742532,New Style Cost-Performance Apartment in Tokyo #302,111043861,M-1 Tokyo,Ota Ku,"",Tokyo,Entire home/apt,¥5810,"$38,93",21,133,-1,'-,Profesional
21746545,新宿9分/独幢2层建筑/4个卧室2个浴室2个卫生间男女可分开使用/真正日式生活体验/步行6分商业街/,48929159,N,Nakano Ku,"",Tokyo,Entire home/apt,¥24963,"$167,25",24,3,-1,'-,Profesional
21754938,【Licensed】☆Spacious 60 ㎡☆ Cozy Tatami room/浅草･秋葉原,34417335,Ryu & Iku,Taito Ku,"",Tokyo,Entire home/apt,¥17969,"$120,39",36,3,-1,'-,Profesional
21759145,01 Shinjuku-Tokyo Modern J-styled room,84704621,Masa,Shinjuku Ku,"",Tokyo,Entire home/apt,¥7962,"$53,35",55,2,-1,'-,Profesional
21771268,"202#New,Clean,Comfortable,Convenience,Free WIFI",158630187,Jian,Sumida Ku,"",Tokyo,Private room,¥10007,"$67,05",29,7,-1,'-,Profesional
21773936,ASAKUSA UPTOWN ** 5ppl* mWiFi* LOCATION++ SKYTREE*,83090566,Taka,Taito Ku,"",Tokyo,Entire home/apt,¥16033,"$107,42",56,3,-1,'-,Profesional
21782447,#NEW｢ASAKUSA hotel#1｣ 5mins､free WIFI､6guests,38309930,TOKYOb&B.Co.Jp,Taito Ku,"",Tokyo,Entire home/apt,¥13988,"$93,72",52,40,-1,'-,Profesional
21787892,"The Ark B3 - New @ Yotsuya, Shinjukuﾏﾝｽﾘｰﾏﾝｼｮﾝ",10820918,Mat,Shinjuku Ku,"",Tokyo,Entire home/apt,¥9899,"$66,32",8,51,-1,'-,Profesional
21787928,New Style Cost-Performance Apartment in Tokyo #303,111043861,M-1 Tokyo,Ota Ku,"",Tokyo,Entire home/apt,¥5703,"$38,21",22,133,-1,'-,Profesional
21788088,New Style Cost-Performance Apartment in Tokyo #401,111043861,M-1 Tokyo,Ota Ku,"",Tokyo,Entire home/apt,¥5703,"$38,21",29,133,-1,'-,Profesional
21788216,New Style Cost-Performance Apartment in Tokyo #402,111043861,M-1 Tokyo,Ota Ku,"",Tokyo,Entire home/apt,¥5703,"$38,21",26,133,-1,'-,Profesional
21788395,New Style Cost-Performance Apartment in Tokyo #403,111043861,M-1 Tokyo,Ota Ku,"",Tokyo,Entire home/apt,¥5703,"$38,21",35,133,-1,'-,Profesional
21788452,"GR201 3min Sta|2Queen Bed, Best for family trip",21989389,Ruka ﾙｶ,Minato Ku,"",Tokyo,Entire home/apt,¥20014,"$134,09",47,21,-1,'-,Profesional
21790182,Bunk Bed in Female Dormitory room,158636641,HOSTEL Pumpkey TOKYO,Shinjuku Ku,"",Tokyo,Shared room,¥3551,"$23,79",22,2,-1,'-,Profesional
21804792,"Sea-Pro是全新公寓,全新家具,位置方便也很好找到,成田机场直达203",155034167,晓伟,Arakawa Ku,"",Tokyo,Entire home/apt,¥7102,"$47,58",4,6,-1,'-,Profesional
21804845,Nishi-Ogikubo 1BR Twin Type-D (SSH1BRT-D) 5F,18776800,LiveinAsia,Suginami Ku,"",Tokyo,Entire home/apt,¥13988,"$93,72",17,18,-1,'-,Profesional
21808230,"东京池袋的2bedroom房,独立卫浴,池袋C1出口五分,直达新宿五分,东京都大型商业区",43826309,Momo,Toshima Ku,"",Tokyo,Entire home/apt,¥17001,"$113,91",14,16,-1,'-,Profesional
21809732,Secretbase@CentralTokyoAsakusa 4mins Sta. FreeWIFI,12720526,Kazuhiro,Sumida Ku,"",Tokyo,Shared room,¥3013,"$20,19",40,7,-1,'-,Profesional
21818432,Bunk Bed in Mixed Dormitory Ro...,158636641,HOSTEL Pumpkey TOKYO,Shinjuku Ku,"",Tokyo,Shared room,¥3551,"$23,79",27,2,-1,'-,Profesional
21819594,Friendly modern apartment 1min to metro Sta.#303,158173287,静,Shinjuku Ku,"",Tokyo,Entire home/apt,¥12051,"$80,74",34,10,-1,'-,Profesional
21819859,Homey modern apartment 1min to metro Sta.#302,158173287,静,Shinjuku Ku,"",Tokyo,Entire home/apt,¥12051,"$80,74",36,10,-1,'-,Profesional
21819912,"Sea-Pro是全新公寓,全新家具,位置方便也很好找到,成田机场直达202",155034167,晓伟,Arakawa Ku,"",Tokyo,Entire home/apt,¥7962,"$53,35",3,6,-1,'-,Profesional
21820175,Bright modern apartment 1min to metro Sta. #203,158173287,静,Shinjuku Ku,"",Tokyo,Entire home/apt,¥12051,"$80,74",49,10,-1,'-,Profesional
21820201,SHINJUKU W ★ FujiHouse 2 rooms ★ Excellent Value,4626879,Sam,Suginami Ku,"",Tokyo,Entire home/apt,¥13450,"$90,12",19,9,-1,'-,Profesional
21820309,Refreshing modern apartment 1min to metro Sta.#202,158173287,静,Shinjuku Ku,"",Tokyo,Entire home/apt,¥12051,"$80,74",47,10,-1,'-,Profesional
21820531,Lively 1LDK apartment 1min to metro Sta. #201,158173287,静,Shinjuku Ku,"",Tokyo,Entire home/apt,¥12051,"$80,74",47,10,-1,'-,Profesional
21821170,"獨立門戶(D) 交通方便!JR中野車站徒步3分,直達新宿(Shinjuku)電車4分,直達東京17分",78170742,Norimasa,Nakano Ku,"",Tokyo,Entire home/apt,¥9469,"$63,44",30,10,-1,'-,Profesional
21821179,Lovely modern apartment 1min to metro Sta. 102,158173287,静,Shinjuku Ku,"",Tokyo,Entire home/apt,¥12051,"$80,74",28,10,-1,'-,Profesional
21821325,Gentle modern apartment 1min to metro Sta. #103,158173287,静,Shinjuku Ku,"",Tokyo,Entire home/apt,¥10007,"$67,05",16,10,-1,'-,Profesional
21829099,EntireSpaceCleaningConvenient centralCleaning独享空间,24087904,Rinrin,Bunkyo Ku,"",Tokyo,Entire home/apt,¥6456,"$43,26",49,5,-1,'-,Profesional
21832293,"70m2 , 9 p stay,4min by JRtrain from Shinjuku,9min",155715012,Yasuhiro,Shinjuku Ku,"",Tokyo,Entire home/apt,¥13988,"$93,72",57,3,-1,'-,Profesional
21840698,夢から始まった場所-III,86058500,Frankie,Toshima Ku,"",Tokyo,Private room,¥3658,"$24,51",8,3,-1,'-,Profesional
21842134,[IBASHO]9mins Shibuya / CheckIn10AM & CheckOut3PM,159032482,Ken & Masaya,Shibuya Ku,"",Tokyo,Entire home/apt,¥12051,"$80,74",78,7,-1,'-,Profesional
21842738,【IBASHO】6min from Shibuya sta/CheckIn10AM & Out3PM,159032482,Ken & Masaya,Shibuya Ku,"",Tokyo,Entire home/apt,¥13988,"$93,72",86,7,-1,'-,Profesional
21853146,6min to Shinjuku sta by Marunouchi line/ Wi-Fi/A02,159396893,Kino,Nakano Ku,"",Tokyo,Entire home/apt,¥5272,"$35,32",5,2,-1,'-,Profesional
21867954,"獨立門戶(B) 交通方便!JR中野車站徒步3分,直達新宿(Shinjuku)電車4分,直達東京17分",78170742,Norimasa,Nakano Ku,"",Tokyo,Entire home/apt,¥9469,"$63,44",33,10,-1,'-,Profesional
21870335,The perfect base to explore Tokyo!!,70755252,Yuuto,Toshima Ku,"",Tokyo,Private room,¥7962,"$53,35",20,14,-1,'-,Profesional
21870530,The perfect base to explore Tokyo!!,70755252,Yuuto,Toshima Ku,"",Tokyo,Private room,¥9039,"$60,56",32,14,-1,'-,Profesional
21870698,★LICENSED★Near Asakusa&Ueno&Skytree 7ppl/2F,63164528,Tao,Taito Ku,"",Tokyo,Entire home/apt,¥10007,"$67,05",65,3,-1,'-,Profesional
21870758,Cozy apt#301: 1min to sta/20 mins to Shinjuku/Wifi,157704520,K&K,Kita Ku,"",Tokyo,Entire home/apt,¥7962,"$53,35",68,3,-1,'-,Profesional
21870970,★LICENSED★Near Asakusa&Ueno&SkyTree 8ppl/3F,63164528,Tao,Taito Ku,"",Tokyo,Entire home/apt,¥12051,"$80,74",57,3,-1,'-,Profesional
21871050,★LICENSED★Near Asakusa&Ueno&SkyTree 8ppl/4F,63164528,Tao,Taito Ku,"",Tokyo,Entire home/apt,¥12051,"$80,74",56,3,-1,'-,Profesional
21884319,Chic Classy Brand New Renovation in Akasaka,94302731,Housing Japan,Minato Ku,"",Tokyo,Entire home/apt,¥17324,"$116,07",1,30,-1,'-,Profesional
21884533,N55 NEW!Shinjuku Area/6min to subway/WiFi/R301,52075941,Hikari,Nakano Ku,"",Tokyo,Entire home/apt,¥13020,"$87,23",11,10,-1,'-,Profesional
21888367,05F Spacious Flat in Ueno【52㎡】6 PAX / Free P.WiFi♪,58515549,Y K,Taito Ku,"",Tokyo,Entire home/apt,¥23995,"$160,77",56,6,-1,'-,Profesional
21891194,"獨立門戶(A) 交通方便!JR中野車站徒步3分,直達新宿(Shinjuku)電車4分,直達東京17分",78170742,Norimasa,Nakano Ku,"",Tokyo,Entire home/apt,¥9469,"$63,44",29,10,-1,'-,Profesional
21891977,ROMANTIC FLAT  IN THE HEART OF SHIBUYA / 7MIN WALK,25842294,Tak,Shibuya Ku,"",Tokyo,Entire home/apt,¥16140,"$108,14",68,3,-1,'-,Profesional
21902760,"Good access to Ueno,Asakusa,Ginza. max4p.Free WiFi",156367707,Nao,Taito Ku,"",Tokyo,Entire home/apt,¥20014,"$134,09",44,17,-1,'-,Profesional
21904478,4minutes walk to Ryogoku station/Old entire house,27821041,Kenta,Sumida Ku,"",Tokyo,Entire home/apt,¥12051,"$80,74",15,3,-1,'-,Profesional
21914685,★5min ShibuyaBus★Ikejirioohashi 6min★Max4P★,38517202,Mitsu-,Meguro Ku,"",Tokyo,Entire home/apt,¥5703,"$38,21",8,2,-1,'-,Profesional
21916868,"27 min to Shibuya, Cost-Performance  in Tokyo #101",111043861,M-1 Tokyo,Ota Ku,"",Tokyo,Entire home/apt,¥5165,"$34,61",27,133,-1,'-,Profesional
21919922,[02]98㎡!Fancy&Huge/4BR/Shinjuku 5min!Legal!,147026065,Gris,Shinjuku Ku,"",Tokyo,Entire home/apt,¥28837,"$193,21",104,4,-1,'-,Profesional
21925778,NEW OPEN  senso-ji 雷门浅草寺近在咫尺 浅草站1分钟 women only芙蓉の間,148512690,Kd,Taito Ku,"",Tokyo,Private room,¥4950,"$33,17",20,15,-1,'-,Profesional
21926568,NEW OPEN  senso-ji 雷门浅草寺近在咫尺 浅草站1分钟 women only椿の間,148512690,Kd,Taito Ku,"",Tokyo,Private room,¥4950,"$33,17",38,15,-1,'-,Profesional
21926681,NEW OPEN  senso-ji 雷门浅草寺近在咫尺 浅草站1分钟female only橘の間,148512690,Kd,Taito Ku,"",Tokyo,Private room,¥4950,"$33,17",16,15,-1,'-,Profesional
21926799,NEW OPEN  senso-ji 雷门浅草寺近在咫尺 浅草站1分钟 women only藤の間,148512690,Kd,Taito Ku,"",Tokyo,Private room,¥4950,"$33,17",11,15,-1,'-,Profesional
21926909,"7min walk Yamanote line Otsuka,11min to Shinjuku,",55852804,Kanju,Toshima Ku,"",Tokyo,Entire home/apt,¥5810,"$38,93",10,9,-1,'-,Profesional
21929629,"New built, Nerima3mins,Ikebukuro10m,Shinjuku18m",55852804,Kanju,Nerima Ku,"",Tokyo,Entire home/apt,¥4842,"$32,44",7,9,-1,'-,Profesional
21939400,"27 min to Shibuya, Cost-Performance in Tokyo #102",111043861,M-1 Tokyo,Ota Ku,"",Tokyo,Entire home/apt,¥5165,"$34,61",34,133,-1,'-,Profesional
21939517,"27 min to Shibuya, Cost-Performance in Tokyo #103",111043861,M-1 Tokyo,Ota Ku,"",Tokyo,Entire home/apt,¥5165,"$34,61",31,133,-1,'-,Profesional
21939624,"27 min to Shibuya, Cost-Performance in Tokyo #201",111043861,M-1 Tokyo,Ota Ku,"",Tokyo,Entire home/apt,¥5165,"$34,61",23,133,-1,'-,Profesional
21939752,"27 min to Shibuya, Cost-Performance in Tokyo #202",111043861,M-1 Tokyo,Ota Ku,"",Tokyo,Entire home/apt,¥5165,"$34,61",27,133,-1,'-,Profesional
21939863,"27 min to Shibuya, Cost-Performance in Tokyo #203",111043861,M-1 Tokyo,Ota Ku,"",Tokyo,Entire home/apt,¥5165,"$34,61",27,133,-1,'-,Profesional
21940040,"27 min to Shibuya, Cost-Performance in Tokyo #301",111043861,M-1 Tokyo,Ota Ku,"",Tokyo,Entire home/apt,¥5165,"$34,61",15,133,-1,'-,Profesional
21950455,601 The Best Place for Tokyo Stay 4BR APT,160236490,Mari,Taito Ku,"",Tokyo,Entire home/apt,¥20014,"$134,09",80,5,-1,'-,Profesional
21951957,Near both Asakusa Ueno w/Tatami Bed #4,50718640,Kentaro & Family,Taito Ku,"",Tokyo,Entire home/apt,¥14957,"$100,21",64,5,-1,'-,Profesional
21953435,"27 min to Shibuya, Cost-Performance in Tokyo #302",111043861,M-1 Tokyo,Ota Ku,"",Tokyo,Entire home/apt,¥5595,"$37,49",24,133,-1,'-,Profesional
21953665,"獨立門戶(C) 交通方便!JR中野車站徒步3分,直達新宿(Shinjuku)電車4分,直達東京17分",78170742,Norimasa,Nakano Ku,"",Tokyo,Entire home/apt,¥9469,"$63,44",25,10,-1,'-,Profesional
21953832,Roppongi 9min Ginza area 10min near Tokyo tower 4F,160267948,Kako,Minato Ku,"",Tokyo,Entire home/apt,¥10975,"$73,53",73,3,-1,'-,Profesional
21967977,"Licensed!!1min to Skytree tower, stations,70㎡ 2LDK",41047019,靖祟,Sumida Ku,"",Tokyo,Entire home/apt,¥22811,"$152,83",42,2,-1,'-,Profesional
21968615,"301#New,Clean,Comfortable,Convenience,Free WIFI",158630187,Jian,Sumida Ku,"",Tokyo,Private room,¥10007,"$67,05",22,7,-1,'-,Profesional
21968957,Bright 80sqm Duplex near Ebisu Sta. in Shibuya,65306500,Taiyo Team,Shibuya Ku,"",Tokyo,Entire home/apt,¥30021,"$201,14",60,3,-1,'-,Profesional
21989184,♪Enjoy good old Tokyo♪4bedroomsMAX10pax♪,109587059,Sakurako,Katsushika Ku,"",Tokyo,Entire home/apt,¥24963,"$167,25",42,2,-1,'-,Profesional
21998629,新宿駅まで部屋から10分!駅近なのに静かな快適環境の小さなﾏﾝｼｮﾝｽﾃｲ｡ﾃﾚﾋﾞ､WIFIﾌﾘｰ｡,152014889,Takashi & Shiho,Suginami Ku,"",Tokyo,Entire home/apt,¥5810,"$38,93",86,3,-1,'-,Profesional
22001512,3min to neareat St.★Female only★for 2 person~,106595615,Sou,Chiyoda Ku,"",Tokyo,Shared room,¥9792,"$65,61",14,7,-1,'-,Profesional
22002316,"獨立門戶(E) 交通方便!JR中野車站徒步3分,直達新宿(Shinjuku)電車4分,直達東京17分",78170742,Norimasa,Nakano Ku,"",Tokyo,Entire home/apt,¥9469,"$63,44",29,10,-1,'-,Profesional
22010742,Big balcony!Great view!Shinjiku!Max8ppl!PocketWifi,63598456,Spring,Shibuya Ku,"",Tokyo,Entire home/apt,¥16033,"$107,42",34,20,-1,'-,Profesional
22020408,Great access to Haneda Airport Tokyo SecretBaseSky,26201864,Hiroshi,Ota Ku,"",Tokyo,Entire home/apt,¥3013,"$20,19",108,2,-1,'-,Profesional
22020915,Great access to Haneda Airport Tokyo SecretBaseSea,26201864,Hiroshi,Ota Ku,"",Tokyo,Entire home/apt,¥3013,"$20,19",109,2,-1,'-,Profesional
22023348,"27 min to Shibuya, Cost-Performance in Tokyo #303",111043861,M-1 Tokyo,Ota Ku,"",Tokyo,Entire home/apt,¥5595,"$37,49",21,133,-1,'-,Profesional
22023848,"獨立門戶(F) 交通方便!JR中野車站徒步3分,直達新宿(Shinjuku)電車4分,直達東京17分",78170742,Norimasa,Nakano Ku,"",Tokyo,Entire home/apt,¥9469,"$63,44",28,10,-1,'-,Profesional
22025136,[03]100㎡!Large&Fancy!4BR@Shinjuku 5min!Legal!,147026065,Gris,Shinjuku Ku,"",Tokyo,Entire home/apt,¥25824,"$173,02",75,4,-1,'-,Profesional
22037311,"NewOpen!2bed room/Asakusa,Akihabara/Freewifi#5AA07",59369054,Akio,Taito Ku,"",Tokyo,Entire home/apt,¥26900,"$180,23",58,8,-1,'-,Profesional
22043899,"Cozy, Relax zen garden and feel tradition",157442073,Caz,Kita Ku,"",Tokyo,Private room,¥4304,"$28,84",6,2,-1,'-,Profesional
22051454,Akihabara Deluxe 3 Bed Room apartment,13366688,Sara,Chiyoda Ku,"",Tokyo,Entire home/apt,¥50035,"$335,23",1,2,-1,'-,Profesional
22052754,NEW OPEN  senso-ji 雷门浅草寺 车站1分钟 women only桜の間,148512690,Kd,Taito Ku,"",Tokyo,Private room,¥4950,"$33,17",30,15,-1,'-,Profesional
22053381,NEW OPEN senso-ji 雷门浅草寺近在咫尺 车站1分钟 women only銀杏の間,148512690,Kd,Taito Ku,"",Tokyo,Private room,¥4950,"$33,17",32,15,-1,'-,Profesional
22053466,Secretbase秘密基地4pp in private room@Central Tokyo,12720526,Kazuhiro,Sumida Ku,"",Tokyo,Private room,¥10007,"$67,05",20,7,-1,'-,Profesional
22053523,NEW OPEN senso-ji 雷门浅草寺近在咫尺 浅草站1分钟 women only紅葉の間,148512690,Kd,Taito Ku,"",Tokyo,Private room,¥4950,"$33,17",36,15,-1,'-,Profesional
22057867,西新宿步行6分钟 / 地铁到新宿2分钟 / 步行可到新宿歌舞伎町,70182255,明娟,Shinjuku Ku,"",Tokyo,Entire home/apt,¥47990,"$321,53",14,2,-1,'-,Profesional
22058577,"Sea-Pro是全新公寓,全新家具,位置方便也很好找到,成田机场直达204",155034167,晓伟,Arakawa Ku,"",Tokyo,Entire home/apt,¥7962,"$53,35",9,6,-1,'-,Profesional
22066828,"201#New,Clean,Comfortable,Convenience, Free WIFI",158630187,Jian,Sumida Ku,"",Tokyo,Private room,¥10007,"$67,05",22,7,-1,'-,Profesional
22068108,"302#New,Clean,Comfortable,Convenience,Free WIFI",158630187,Jian,Sumida Ku,"",Tokyo,Private room,¥10007,"$67,05",25,7,-1,'-,Profesional
22068669,"401#New,Clean,Comfortable,Convenience,Free WIFI",158630187,Jian,Sumida Ku,"",Tokyo,Private room,¥10007,"$67,05",38,7,-1,'-,Profesional
22069224,"402#New,Clean,Comfortable,Convenience,Free WIFI",158630187,Jian,Sumida Ku,"",Tokyo,Private room,¥10007,"$67,05",34,7,-1,'-,Profesional
22070163,"501#New,Clean,Comfortable,Convenience,Free WIFI",158630187,Jian,Sumida Ku,"",Tokyo,Private room,¥20014,"$134,09",22,7,-1,'-,Profesional
22070345,不可提前放行李X(B (Phone number hidden by Airbnb) SOLAﾊｳｽ501,158802471,Miyu,Suginami Ku,"",Tokyo,Entire home/apt,¥10007,"$67,05",71,2,-1,'-,Profesional
22070511,3f Beautiful Japan style In asakusa,161183804,えり,Sumida Ku,"",Tokyo,Private room,¥13988,"$93,72",3,2,-1,'-,Profesional
22072798,A Japanese-style house with 4 minutes to station,101683760,Sunshine,Toshima Ku,"",Tokyo,Entire home/apt,¥10760,"$72,09",80,2,-1,'-,Profesional
22074519,"3 mins to Higashi Shinjku 地鐵東新宿3分,獨立優美大套房,附WIFI機#2",48477203,Shinjukubnb,Shinjuku Ku,"",Tokyo,Entire home/apt,¥12051,"$80,74",35,2,-1,'-,Profesional
22074894,"阳台眺望天空树,是全新公寓,全新家具,位置方便也很好找到,成田机场直达902",155034167,晓伟,Arakawa Ku,"",Tokyo,Entire home/apt,¥21951,"$147,07",10,6,-1,'-,Profesional
22087013,"高级按摩椅,全新公寓,全新家具,位置方便也很好找到,成田机场直达901",155034167,晓伟,Arakawa Ku,"",Tokyo,Entire home/apt,¥21951,"$147,07",21,6,-1,'-,Profesional
22087589,夢から始まった場所-II,86058500,Frankie,Toshima Ku,"",Tokyo,Private room,¥3981,"$26,67",6,3,-1,'-,Profesional
22088329,Meguro - Shirokanedai 4BR 85sq mtr/915sq ft House,59706303,Roo,Shinagawa Ku,"",Tokyo,Entire home/apt,¥30021,"$201,14",35,2,-1,'-,Profesional
22090987,不可提前放行李X(B (Phone number hidden by Airbnb) SOLAﾊｳｽ401,158802471,Miyu,Suginami Ku,"",Tokyo,Entire home/apt,¥14957,"$100,21",60,2,-1,'-,Profesional
22108521,"SAB5(E) near GINZA,TUKIJI,24H Super,and Owl cafe,",93072058,Yoko,Chuo Ku,"",Tokyo,Private room,¥2798,"$18,75",56,4,-1,'-,Profesional
22142529,夢から始まった場所-I,86058500,Frankie,Toshima Ku,"",Tokyo,Private room,¥4950,"$33,17",13,3,-1,'-,Profesional
22152041,New Open/Otemachi sta. 5min/WACLASS OTEMACHI 1K31,161213332,Nozomi & Jun & Iris,Chiyoda Ku,"",Tokyo,Entire home/apt,¥9469,"$63,44",18,19,-1,'-,Profesional
22152081,New Open/Otemachi sta. 5min/WACLASS OTEMACHI 1K32,161213332,Nozomi & Jun & Iris,Chiyoda Ku,"",Tokyo,Entire home/apt,¥9577,"$64,17",23,19,-1,'-,Profesional
22152133,New Open/Otemachi sta. 5min/WACLASS OTEMACHI 1K41,161213332,Nozomi & Jun & Iris,Chiyoda Ku,"",Tokyo,Entire home/apt,¥9469,"$63,44",20,19,-1,'-,Profesional
22152173,New Open/Otemachi sta. 5min/WACLASS OTEMACHI 1K42,161213332,Nozomi & Jun & Iris,Chiyoda Ku,"",Tokyo,Entire home/apt,¥9577,"$64,17",20,19,-1,'-,Profesional
22152198,New Open/Otemachi sta. 5min/WACLASS OTEMACHI 1K51,161213332,Nozomi & Jun & Iris,Chiyoda Ku,"",Tokyo,Entire home/apt,¥9469,"$63,44",14,19,-1,'-,Profesional
22152220,New Open/Otemachi sta. 5min/WACLASS OTEMACHI 1K52,161213332,Nozomi & Jun & Iris,Chiyoda Ku,"",Tokyo,Entire home/apt,¥9577,"$64,17",13,19,-1,'-,Profesional
22152278,New Open/Otemachi sta. 5min/WACLASS OTEMACHI 1K62,161213332,Nozomi & Jun & Iris,Chiyoda Ku,"",Tokyo,Entire home/apt,¥9577,"$64,17",13,19,-1,'-,Profesional
22152307,New Open/Otemachi sta. 5min/WACLASS OTEMACHI 1K71,161213332,Nozomi & Jun & Iris,Chiyoda Ku,"",Tokyo,Entire home/apt,¥9469,"$63,44",8,19,-1,'-,Profesional
22152322,Otemachi sta. 5min/WACLASS OTEMACHI 1K72,161213332,Nozomi & Jun & Iris,Chiyoda Ku,"",Tokyo,Entire home/apt,¥9577,"$64,17",15,19,-1,'-,Profesional
22152368,Otemachi sta.5min/WACLASS OTEMACHI 1LDK33,161213332,Nozomi & Jun & Iris,Chiyoda Ku,"",Tokyo,Entire home/apt,¥12482,"$83,63",13,19,-1,'-,Profesional
22152401,New Open/Otemachi sta.5min/WACLASS OTEMACHI 1LDK43,161213332,Nozomi & Jun & Iris,Chiyoda Ku,"",Tokyo,Entire home/apt,¥12482,"$83,63",17,19,-1,'-,Profesional
22152434,New Open/Otemachi sta. 5min/Central Tokyo 1LDK53,161213332,Nozomi & Jun & Iris,Chiyoda Ku,"",Tokyo,Entire home/apt,¥12482,"$83,63",6,19,-1,'-,Profesional
22152462,New Open/Otemachi sta.5min/WACLASS OTEMACHI 1LDK73,161213332,Nozomi & Jun & Iris,Chiyoda Ku,"",Tokyo,Entire home/apt,¥12482,"$83,63",16,19,-1,'-,Profesional
22152477,Free Wifi! Near Harajuku&Roppongi 5min Sta #WF50,45242929,Yuki,Minato Ku,"",Tokyo,Entire home/apt,¥50035,"$335,23",26,2,-1,'-,Profesional
22152486,New Open/Otemachi sta.5min/WACLASS OTEMACHI 1LDK82,161213332,Nozomi & Jun & Iris,Chiyoda Ku,"",Tokyo,Entire home/apt,¥13450,"$90,12",15,19,-1,'-,Profesional
22152506,Near Tokyo sta./WACLASS OTEMACHI 1LDK1002,161213332,Nozomi & Jun & Iris,Chiyoda Ku,"",Tokyo,Entire home/apt,¥13450,"$90,12",14,19,-1,'-,Profesional
22152537,Near Otemachi sta.5min/WACLASS OTEMACHI 1LDK1102,161213332,Nozomi & Jun & Iris,Chiyoda Ku,"",Tokyo,Entire home/apt,¥13450,"$90,12",10,19,-1,'-,Profesional
22152548,Otemachi sta.5min/WACLASS OTEMACHI 2LDK91,161213332,Nozomi & Jun & Iris,Chiyoda Ku,"",Tokyo,Entire home/apt,¥16463,"$110,30",15,19,-1,'-,Profesional
22152570,Near Otemachi sta.5min/WACLASS OTEMACHI 2LDK1101,161213332,Nozomi & Jun & Iris,Chiyoda Ku,"",Tokyo,Entire home/apt,¥16463,"$110,30",15,19,-1,'-,Profesional
22154579,Shinagawa / Wifi / Max 6ppl / 83,161791953,Jun,Shinagawa Ku,"",Tokyo,Entire home/apt,¥19153,"$128,33",35,4,-1,'-,Profesional
22157566,"Shibuya Modern calm room, wooden new house!",143235370,Nobu,Shibuya Ku,"",Tokyo,Entire home/apt,¥4950,"$33,17",58,3,-1,'-,Profesional
22169140,ﾎﾙﾐｼｽ ﾙｰﾑ(hormesis room) 男性専用,147000009,ﾚｲ子,Chuo Ku,"",Tokyo,Private room,¥3766,"$25,23",24,2,-1,'-,Profesional
22192658,Great location!Shinjuku!But quiet!Max6ppl!FreeWifi,63598456,Spring,Shibuya Ku,"",Tokyo,Entire home/apt,¥7962,"$53,35",13,20,-1,'-,Profesional
22192917,Bright Luxury Tokyo Tower Home- Biz Friendly,63345781,Yu,Minato Ku,"",Tokyo,Entire home/apt,¥30021,"$201,14",38,18,-1,'-,Profesional
22195891,"My Small Trip ( comfort, convenient hostel )#301",37192617,Joyce,Adachi Ku,"",Tokyo,Private room,¥9039,"$60,56",12,7,-1,'-,Profesional
22196300,6min Station*Shinjuku(新宿) Comfy & Private#7,10424827,Kei,Shinjuku Ku,"",Tokyo,Entire home/apt,¥3981,"$26,67",62,7,-1,'-,Profesional
22198640,Luxury and Convenience at Hiroo/Ebisu - Shibuya ku,147174893,Gena,Shibuya Ku,"",Tokyo,Entire home/apt,¥16033,"$107,42",11,2,-1,'-,Profesional
22216078,NewOpen!2bed room/Ikebukuro/Freewifi#2AA09,59369054,Akio,Toshima Ku,"",Tokyo,Entire home/apt,¥32280,"$216,28",38,8,-1,'-,Profesional
22233797,Kakigara Hotel Room 5 pax,35181469,Rita,Chuo Ku,"",Tokyo,Entire home/apt,¥10007,"$67,05",54,13,-1,'-,Profesional
22233799,Kakigara Hotel Room 3Pax,35181469,Rita,Chuo Ku,"",Tokyo,Entire home/apt,¥10007,"$67,05",11,13,-1,'-,Profesional
22238779,Shinjuku!2min walk station!wifi! 10am check-in!202,1295685,Nick,Shinjuku Ku,"",Tokyo,Entire home/apt,¥24963,"$167,25",84,5,-1,'-,Profesional
22250535,New Modern Stylish Apt. 5pax/TV+DVD+HomeInternet,67293077,Kimie,Shinjuku Ku,"",Tokyo,Entire home/apt,¥17969,"$120,39",38,8,-1,'-,Profesional
22253921,Deluxe Single Pod @ 1 min from Asakusa Station,160644380,Erika,Taito Ku,"",Tokyo,Shared room,¥3766,"$25,23",58,4,-1,'-,Profesional
22254202,Twin Private Room @ 1 min from Asakusa Station,160644380,Erika,Taito Ku,"",Tokyo,Private room,¥12589,"$84,35",35,4,-1,'-,Profesional
22254261,4 Beds Private Room @ 1 min from Asakusa Station,160644380,Erika,Taito Ku,"",Tokyo,Private room,¥18400,"$123,28",16,4,-1,'-,Profesional
22254333,5 Beds Private Room @ 1 min from Asakusa Station,160644380,Erika,Taito Ku,"",Tokyo,Private room,¥23027,"$154,28",5,4,-1,'-,Profesional
