id,name,host_id,host_name,neighbourhood,neighbourhood_group,city,room_type,price,usd,number_of_reviews,calculated_host_listings_count,availability_365,tipo disponibilidad,tipo host
10151490,Piso,52100521,Paula,San Diego,Puente de Vallecas,Madrid,Entire home/apt,"15,00 €","$17,40",0,1,0,Disponibilidad baja,particular
10175363,LOCATION . LOCATION . LOCATION (F42),14077633,David,Universidad,Centro,Madrid,Entire home/apt,"86,00 €","$99,76",281,2,316,Disponibilidad alta,particular
10182539,HABITACIÓN enÁTICOconVISTAS-CENTRO,6072314,Angeles,Embajadores,Centro,Madrid,Private room,"50,00 €","$58,00",8,4,365,Disponibilidad alta,profesional
10182596,HABITACIÓN DOBLE. CENTRO. LA LATINA,6072314,Angeles,Embajadores,Centro,Madrid,Private room,"50,00 €","$58,00",37,4,365,Disponibilidad alta,profesional
10188918,CENTRO. Bonito piso en la Latina.,8631060,Daniel Y Gloria,Palacio,Centro,Madrid,Entire home/apt,"60,00 €","$69,60",39,2,0,Disponibilidad baja,particular
10189892,"Centro de Madrid coqueto y funcional,WIFI VT-2170",39064804,Maria Gabriela,Embajadores,Centro,Madrid,Entire home/apt,"51,00 €","$59,16",64,1,89,Disponibilidad baja,particular
10192147,"ATOCHA CITY CENTER:COZY, SUNNY, RELAX,WIFI,18 m2",43063704,Tom,Palos de Moguer,Arganzuela,Madrid,Entire home/apt,"38,00 €","$44,08",99,2,86,Disponibilidad baja,particular
10201245,MaMeMi: Madrid Mercado San Miguel.,4800628,Raquel,Palacio,Centro,Madrid,Entire home/apt,"115,00 €","$133,40",1,1,0,Disponibilidad baja,particular
10206299,Apartment Callao/Gran Vía,3626994,Eduardo,Universidad,Centro,Madrid,Entire home/apt,"100,00 €","$116,00",0,1,0,Disponibilidad baja,particular
10207661,Excellent double room,46064960,Rafael,San Diego,Puente de Vallecas,Madrid,Private room,"12,00 €","$13,92",1,5,104,Disponibilidad media,profesional
10218953,Habitación individual mona,3360175,Cornelia,Rosas,San Blas - Canillejas,Madrid,Private room,"40,00 €","$46,40",20,4,365,Disponibilidad alta,profesional
10221165,Ático en Chamberí,51736845,Daniel,Rios Rosas,Chamberí,Madrid,Entire home/apt,"71,00 €","$82,36",98,4,0,Disponibilidad baja,profesional
10230673,Habitación Piso Centro Madrid,49887708,Mary,Chopera,Arganzuela,Madrid,Private room,"20,00 €","$23,20",4,1,364,Disponibilidad alta,particular
10238470,"Sunny, cosy room in peaceful zone 15 mins from Sol",135579,Andrea,Rios Rosas,Chamberí,Madrid,Private room,"31,00 €","$35,96",64,1,114,Disponibilidad media,particular
10246172,Habitacion Persona sola Madrid,3091307,Percy,Portazgo,Puente de Vallecas,Madrid,Private room,"20,00 €","$23,20",0,1,365,Disponibilidad alta,particular
10248475,Moderno estudio para 3pax- GRAN VÍA- 22M2,13462483,Jorge,Universidad,Centro,Madrid,Entire home/apt,"44,00 €","$51,04",99,1,127,Disponibilidad media,particular
10257629,Apartamento de lujo en Madrid S14 D,49259514,Prime Residence,Justicia,Centro,Madrid,Entire home/apt,"300,00 €","$348,00",0,4,363,Disponibilidad alta,profesional
10258948,Delicious room in the heart of  Madrid,21725728,Maria,Universidad,Centro,Madrid,Private room,"31,00 €","$35,96",122,2,105,Disponibilidad media,particular
10262700,Amazing Apartament in Malasaña.,4556288,RockEm,Universidad,Centro,Madrid,Entire home/apt,"55,00 €","$63,80",0,1,0,Disponibilidad baja,particular
10264484,Beautiful Flat in Madrid Center,52771278,Luis,Palacio,Centro,Madrid,Entire home/apt,"140,00 €","$162,40",138,2,0,Disponibilidad baja,particular
10275785,Apart-Hotel Jardines de Sabatini***,52847482,Jardines De Sabatini,Argüelles,Moncloa - Aravaca,Madrid,Hotel room,"108,00 €","$125,28",4,1,350,Disponibilidad alta,particular
10281406,Bajo - jardín privado CC Plenilunio,464858,Amanda,Rejas,San Blas - Canillejas,Madrid,Private room,"40,00 €","$46,40",62,1,289,Disponibilidad alta,particular
10286663,"Cozy Studio IFEMA. Gym, garden, pool...",52908134,Coral,Piovera,Hortaleza,Madrid,Entire home/apt,"76,00 €","$88,16",68,1,259,Disponibilidad alta,particular
10292503,Habitación bonita y céntrica.,8631060,Daniel Y Gloria,Palacio,Centro,Madrid,Private room,"20,00 €","$23,20",167,2,0,Disponibilidad baja,particular
10307340,ARGÜELLES ROYAL PALACE 2 ENSUITE  BATHS 2 BR WIFI,27607042,Alfonso,Argüelles,Moncloa - Aravaca,Madrid,Entire home/apt,"66,00 €","$76,56",16,5,363,Disponibilidad alta,profesional
10311386,Tu hogar en Madrid,53056350,Mayte,Fontarrón,Moratalaz,Madrid,Private room,"25,00 €","$29,00",18,1,349,Disponibilidad alta,particular
10326736,Habitación estudio en Arturo Soria,53138239,Virginia,Colina,Ciudad Lineal,Madrid,Private room,"33,00 €","$38,28",59,2,361,Disponibilidad alta,particular
10327338,Great apartment in the center/wifi,53142189,Dani,Universidad,Centro,Madrid,Entire home/apt,"47,00 €","$54,52",155,1,288,Disponibilidad alta,particular
10353002,El Loft de San Juan,35238495,Marta,Universidad,Centro,Madrid,Entire home/apt,"99,00 €","$114,84",11,1,2,Disponibilidad baja,particular
10362376,"Hab.1/2/3.Per, SmartTV+Netflix, AirCond.WiFi",52454284,Alberto,Almendrales,Usera,Madrid,Private room,"20,00 €","$23,20",55,2,196,Disponibilidad alta,particular
10374268,Sofa bed in the living room,34274924,Alfonso,San Diego,Puente de Vallecas,Madrid,Shared room,"150,00 €","$174,00",19,2,90,Disponibilidad baja,particular
10396549,Casa Blanca con mucha energía desinfectada.,29328409,Ana,Sol,Centro,Madrid,Entire home/apt,"59,00 €","$68,44",332,1,0,Disponibilidad baja,particular
10396624,Bonito Estudio Centro Malasaña,53530177,Laura,Universidad,Centro,Madrid,Entire home/apt,"48,00 €","$55,68",266,1,4,Disponibilidad baja,particular
10398681,Cosy apartment - bed or whole apt,51581852,Sara,Ciudad Jardín,Chamartín,Madrid,Private room,"28,00 €","$32,48",2,1,0,Disponibilidad baja,particular
10400110,Beautiful big room close to the city center,20626127,Vera,Quintana,Ciudad Lineal,Madrid,Private room,"30,00 €","$34,80",0,1,87,Disponibilidad baja,particular
10403923,DOWNTOWN-ATOCHA-Museums mile-Railway11PAX-WIFI-A/C,9745294,David,Atocha,Arganzuela,Madrid,Entire home/apt,"103,00 €","$119,48",180,2,0,Disponibilidad baja,particular
10404284,Bright duplex penthouse for 4/6 pax,53479725,Almudena Y,San Diego,Puente de Vallecas,Madrid,Entire home/apt,"75,00 €","$87,00",153,2,0,Disponibilidad baja,particular
10406938,City Center & La Latina & Cosy,13694500,Barbara,Embajadores,Centro,Madrid,Entire home/apt,"81,00 €","$93,96",56,1,9,Disponibilidad baja,particular
10408439,"Apartamento Opera,  Fuentes I",38352975,Charo,Palacio,Centro,Madrid,Entire home/apt,"70,00 €","$81,20",35,11,288,Disponibilidad alta,profesional
10437387,Elegant and luminous flat in Madrid,14402264,Nova,Ciudad Universitaria,Moncloa - Aravaca,Madrid,Entire home/apt,"93,00 €","$107,88",84,1,315,Disponibilidad alta,particular
10442917,Apartment in Felipe II square,9900516,Andrea,Goya,Salamanca,Madrid,Entire home/apt,"150,00 €","$174,00",0,1,135,Disponibilidad media,particular
10442982,Suit de lujo con jacuzzi,24405391,Victoria,Arapiles,Chamberí,Madrid,Private room,"200,00 €","$232,00",0,3,363,Disponibilidad alta,profesional
10445067,Piso/wifi: Paseo de las Acacias,10654623,Javier,Acacias,Arganzuela,Madrid,Entire home/apt,"51,00 €","$59,16",115,4,120,Disponibilidad media,profesional
10464745,"ESTUDIO""SOL""",53916422,Fior,Sol,Centro,Madrid,Entire home/apt,"51,00 €","$59,16",446,2,45,Disponibilidad baja,particular
10465938,"vivienda cerca de IFEMA, Aeropuerto y Wanda.",53929658,Gema,Simancas,San Blas - Canillejas,Madrid,Entire home/apt,"65,00 €","$75,40",19,1,341,Disponibilidad alta,particular
10490005,Acogedora casa a 15 min del centro 1,44107041,"Amaia, Marta Y Jesús",Ciudad Universitaria,Moncloa - Aravaca,Madrid,Private room,"27,00 €","$31,32",14,3,288,Disponibilidad alta,profesional
10493296,AEROPUERTO,54086531,Aeropuerto,Timón,Barajas,Madrid,Private room,"20,00 €","$23,20",27,1,0,Disponibilidad baja,particular
10493501,"Luminoso, nuevo y exterior : Atocha",54095349,Silvia,Adelfas,Retiro,Madrid,Entire home/apt,"90,00 €","$104,40",47,1,220,Disponibilidad alta,particular
10509732,Double room near the center,54186796,Aroa,Chopera,Arganzuela,Madrid,Private room,"31,00 €","$35,96",2,1,0,Disponibilidad baja,particular
10511300,COZY BEDROOM IN GRAN VIA,21305575,Antonio,Sol,Centro,Madrid,Private room,"39,00 €","$45,24",99,1,364,Disponibilidad alta,particular
10533378,"Apartament in Center of Madrid, Atocha",111968166,Rosa,Delicias,Arganzuela,Madrid,Entire home/apt,"43,00 €","$49,88",284,1,165,Disponibilidad media,particular
10536601,Habitación 1 o 2  Madrid Centro,22474892,Javier,Universidad,Centro,Madrid,Private room,"34,00 €","$39,44",13,1,0,Disponibilidad baja,particular
10539504,"Habitacion privada.Centro, econ . P",54347960,Mary,Castillejos,Tetuán,Madrid,Private room,"40,00 €","$46,40",12,2,0,Disponibilidad baja,particular
10541382,Nice apartment near the airport.,50661039,Olga,Costillares,Ciudad Lineal,Madrid,Entire home/apt,"70,00 €","$81,20",119,1,365,Disponibilidad alta,particular
10563232,Big Double room in front of Retiro,54484373,Goska,Ibiza,Retiro,Madrid,Private room,"36,00 €","$41,76",32,1,0,Disponibilidad baja,particular
10570903,"Great view, renovated on Castellana",4219180,Alicia,Castillejos,Tetuán,Madrid,Entire home/apt,"105,00 €","$121,80",32,1,0,Disponibilidad baja,particular
10578008,Habitación amplían con ventana,54571417,Patricia,Palacio,Centro,Madrid,Private room,"48,00 €","$55,68",0,4,364,Disponibilidad alta,profesional
10579286,Excellent apartment in Malasaña,2931421,Daniel,Universidad,Centro,Madrid,Entire home/apt,"80,00 €","$92,80",209,5,79,Disponibilidad baja,profesional
10586228,Nice studio in Madrid center,6928335,Julie,Embajadores,Centro,Madrid,Entire home/apt,"45,00 €","$52,20",5,1,0,Disponibilidad baja,particular
10588092,"Cibeles , centro de Madrid.oferta.",54623373,Lara,Cortes,Centro,Madrid,Entire home/apt,"25,00 €","$29,00",80,5,74,Disponibilidad baja,profesional
10594739,Cozy apartment near Madrid Rio,17163339,Irene Y Jesús,Chopera,Arganzuela,Madrid,Entire home/apt,"55,00 €","$63,80",26,1,358,Disponibilidad alta,particular
10640179,Single room 1,8750775,José Y Raquel,Vinateros,Moratalaz,Madrid,Private room,"18,00 €","$20,88",110,2,0,Disponibilidad baja,particular
10668906,Apartamento Sol- centric and quiet,5346610,Nina,Cortes,Centro,Madrid,Entire home/apt,"96,00 €","$111,36",0,2,365,Disponibilidad alta,particular
10676283,CoV19 Free Beautiful Apt. Historic District - Sol,4975799,Kristian,Sol,Centro,Madrid,Entire home/apt,"85,00 €","$98,60",426,13,331,Disponibilidad alta,profesional
10677284,CoV19 Free Charming Apt. Historic District - Sol,4975799,Kristian,Sol,Centro,Madrid,Entire home/apt,"74,00 €","$85,84",385,13,346,Disponibilidad alta,profesional
10681179,Design Puerta Del Sol (M2),22416437,Hugo Y Silvia,Sol,Centro,Madrid,Entire home/apt,"85,00 €","$98,60",36,7,45,Disponibilidad baja,profesional
10681391,"Habitación doble Chueca, Madrid",55149356,Oscar,Universidad,Centro,Madrid,Private room,"46,00 €","$53,36",12,1,365,Disponibilidad alta,particular
10681493,Sunny Loft Studio in Madrid.,34626644,Palacio PL Del Conde De Miranda,Prosperidad,Chamartín,Madrid,Entire home/apt,"42,00 €","$48,72",3,13,106,Disponibilidad media,profesional
10683099,Centro Apartment,50542973,Abbey,Cortes,Centro,Madrid,Entire home/apt,"76,00 €","$88,16",2,1,0,Disponibilidad baja,particular
10694787,Plaza Mayor y Puerta del Sol. Bonita habitación.,4599113,Joshu,Sol,Centro,Madrid,Private room,"26,00 €","$30,16",80,1,0,Disponibilidad baja,particular
10699176,Chulísima habitación en el centro!,55278897,Javier,Trafalgar,Chamberí,Madrid,Private room,"39,00 €","$45,24",59,1,89,Disponibilidad baja,particular
10708680,Nice Room in Attic Atocha-Renfe,55336848,Maria Isabel,Palos de Moguer,Arganzuela,Madrid,Private room,"44,00 €","$51,04",103,1,364,Disponibilidad alta,particular
10721228,Hipster apartment  in the trendiest area of Madrid,9228673,Home At Homes,Justicia,Centro,Madrid,Entire home/apt,"294,00 €","$341,04",56,11,339,Disponibilidad alta,profesional
10739682,Habitacion grande y privada,55519752,Jason,Prosperidad,Chamartín,Madrid,Private room,"25,00 €","$29,00",32,1,196,Disponibilidad alta,particular
10744350,Sol Imperial Apartment 121,39362213,Ricardo,Sol,Centro,Madrid,Entire home/apt,"100,00 €","$116,00",1,25,0,Disponibilidad baja,profesional
10748337,randy i'm easy going and respectful,55569131,Randy,Fuente del Berro,Salamanca,Madrid,Entire home/apt,"30,00 €","$34,80",0,1,0,Disponibilidad baja,particular
10751436,Cozy big apartment near Reina Sofia,36225435,Daniele,Palos de Moguer,Arganzuela,Madrid,Entire home/apt,"61,00 €","$70,76",13,2,0,Disponibilidad baja,particular
10757948,HABITACION AMPLIA Y COMODA,55632261,Julian,Palomeras Bajas,Puente de Vallecas,Madrid,Private room,"35,00 €","$40,60",0,1,0,Disponibilidad baja,particular
10758197,"Best Location Loft! Cute, WIFI! Puerta del Sol",50350288,Carol E Iván,Cortes,Centro,Madrid,Entire home/apt,"66,00 €","$76,56",259,4,361,Disponibilidad alta,profesional
10758430,Studio steps from Atocha Train Station and Center.,7693334,Laurel,Jerónimos,Retiro,Madrid,Entire home/apt,"39,00 €","$45,24",0,1,0,Disponibilidad baja,particular
10762567,Private Room and Bathroom in Modern B&B Apartment,25948109,Luis,La Paz,Fuencarral - El Pardo,Madrid,Private room,"49,00 €","$56,84",143,2,105,Disponibilidad media,particular
10764720,Confortable room in Madrid Capital,55671582,Jose,Opañel,Carabanchel,Madrid,Private room,"17,00 €","$19,72",27,2,360,Disponibilidad alta,particular
10766800,"Room Mate Madrid - Luxury living in Madrid center, 6GB | PREMIUM ROOM",547389,Eugenia,Rios Rosas,Chamberí,Madrid,Private room,"60,00 €","$69,60",0,12,289,Disponibilidad alta,profesional
10776306,Casa baja junto Caja Mágica,55742820,Mayte,San Fermín,Usera,Madrid,Entire home/apt,"100,00 €","$116,00",0,1,0,Disponibilidad baja,particular
10778858,Madrid Studio Apartments,4777959,Verónica,Castilla,Chamartín,Madrid,Entire home/apt,"55,00 €","$63,80",9,4,105,Disponibilidad media,profesional
10789641,Estudio en el corazón de Chamberí,45698435,Laura,Trafalgar,Chamberí,Madrid,Entire home/apt,"36,00 €","$41,76",121,1,0,Disponibilidad baja,particular
10795469,Cozy & bright penthouse PLAZA MAYOR,43388435,Ricardo,Sol,Centro,Madrid,Shared room,"60,00 €","$69,60",6,1,0,Disponibilidad baja,particular
10799398,Habitación privada con baño de uso individual,18566251,Amalia,San Isidro,Carabanchel,Madrid,Private room,"18,00 €","$20,88",42,1,164,Disponibilidad media,particular
10805912,A beautiful apartment in Salamanca - Madrid,42076124,Eliane,Goya,Salamanca,Madrid,Entire home/apt,"140,00 €","$162,40",71,1,0,Disponibilidad baja,particular
10808685,Habitacion muy cómoda y acogedora!,7050715,Alejandro,Pilar,Fuencarral - El Pardo,Madrid,Private room,"15,00 €","$17,40",0,1,0,Disponibilidad baja,particular
10848457,LOFT IN Salamanca NH,43622364,Vladyslav,Goya,Salamanca,Madrid,Entire home/apt,"40,00 €","$46,40",216,1,326,Disponibilidad alta,particular
10849742,"Under roof studio in ""old"" Madrid",56195761,Alfonso,Palacio,Centro,Madrid,Entire home/apt,"53,00 €","$61,48",148,4,330,Disponibilidad alta,profesional
10854277,Madrid - Apartamento 1A,35712072,Trize,Sol,Centro,Madrid,Entire home/apt,"182,00 €","$211,12",10,15,0,Disponibilidad baja,profesional
10854901,Madrid - Apartamento 2A,35712072,Trize,Sol,Centro,Madrid,Entire home/apt,"104,00 €","$120,64",12,15,365,Disponibilidad alta,profesional
10855140,Madrid - Apartamento 3A,35712072,Trize,Sol,Centro,Madrid,Entire home/apt,"104,00 €","$120,64",6,15,365,Disponibilidad alta,profesional
10855267,Madrid - Apartamento 1D,35712072,Trize,Sol,Centro,Madrid,Entire home/apt,"104,00 €","$120,64",0,15,365,Disponibilidad alta,profesional
10873648,Habitación Doble,55125751,Angeles,Ciudad Universitaria,Moncloa - Aravaca,Madrid,Entire home/apt,"70,00 €","$81,20",12,2,358,Disponibilidad alta,particular
10893923,Apartamento en el barrio de moda,31839230,María,Embajadores,Centro,Madrid,Entire home/apt,"45,00 €","$52,20",3,1,0,Disponibilidad baja,particular
10899497,Cosy big room in the center.,25929486,Joaquin,Palos de Moguer,Arganzuela,Madrid,Private room,"36,00 €","$41,76",0,1,365,Disponibilidad alta,particular
10899865,Habitación en Puerta de toledo (Madrid),56486845,Antonio,Embajadores,Centro,Madrid,Private room,"18,00 €","$20,88",125,1,0,Disponibilidad baja,particular
10913078,Penthouse with terrace at La Latina,26969716,Gabriela,Embajadores,Centro,Madrid,Entire home/apt,"159,00 €","$184,44",239,1,142,Disponibilidad media,particular
10913431,Madrid - Apartamento 2D,35712072,Trize,Sol,Centro,Madrid,Entire home/apt,"104,00 €","$120,64",1,15,365,Disponibilidad alta,profesional
10913494,Madrid - Apartamento 3D,35712072,Trize,Sol,Centro,Madrid,Entire home/apt,"104,00 €","$120,64",1,15,365,Disponibilidad alta,profesional
10913564,Madrid - Studio 1B,35712072,Trize,Sol,Centro,Madrid,Entire home/apt,"75,00 €","$87,00",0,15,365,Disponibilidad alta,profesional
10913935,Madrid - Studio 1C,35712072,Trize,Sol,Centro,Madrid,Entire home/apt,"75,00 €","$87,00",2,15,365,Disponibilidad alta,profesional
10914059,Madrid - Studio 2B,35712072,Trize,Sol,Centro,Madrid,Entire home/apt,"75,00 €","$87,00",3,15,365,Disponibilidad alta,profesional
10914136,Madrid Studio - 2C,35712072,Trize,Sol,Centro,Madrid,Entire home/apt,"75,00 €","$87,00",2,15,365,Disponibilidad alta,profesional
10914190,Madrid - Studio 3B,35712072,Trize,Sol,Centro,Madrid,Entire home/apt,"75,00 €","$87,00",1,15,0,Disponibilidad baja,profesional
10914226,Madrid - Studio 3C,35712072,Trize,Sol,Centro,Madrid,Entire home/apt,"75,00 €","$87,00",2,15,365,Disponibilidad alta,profesional
10914345,Madrid - Espectacular Atico,35712072,Trize,Sol,Centro,Madrid,Entire home/apt,"138,00 €","$160,08",7,15,365,Disponibilidad alta,profesional
10923447,B. H.  Plaza Mayor,53400845,Alfredo,Palacio,Centro,Madrid,Entire home/apt,"55,00 €","$63,80",292,2,221,Disponibilidad alta,particular
10926925,Apartamento de diseño en La Latina,56643633,Mundy,Embajadores,Centro,Madrid,Entire home/apt,"72,00 €","$83,52",9,1,364,Disponibilidad alta,particular
10960810,Piso Avenida de America 10,40564496,Javier,Prosperidad,Chamartín,Madrid,Private room,"22,00 €","$25,52",3,1,0,Disponibilidad baja,particular
10980549,APARTAMENTO EN EL CENTRO,56867613,Rafael,Argüelles,Moncloa - Aravaca,Madrid,Entire home/apt,"65,00 €","$75,40",46,1,226,Disponibilidad alta,particular
10981660,Habitación en Marqués de Vadillo,56976357,Marta,Opañel,Carabanchel,Madrid,Private room,"25,00 €","$29,00",82,1,0,Disponibilidad baja,particular
10990875,Piso espacioso Barrio Salamanca,6423051,Victoria,Castellana,Salamanca,Madrid,Entire home/apt,"103,00 €","$119,48",2,2,0,Disponibilidad baja,particular
10992119,Alquiler Habitacion Fin de Semana,39589239,Paco,Legazpi,Arganzuela,Madrid,Private room,"75,00 €","$87,00",0,1,0,Disponibilidad baja,particular
10993059,Estudio completo TINY BLUE MOON,38347848,Laura,Fuente del Berro,Salamanca,Madrid,Entire home/apt,"35,00 €","$40,60",172,1,164,Disponibilidad media,particular
11001199,Charming apartment Reina Sofía WIFI,43653323,Antonio,Palos de Moguer,Arganzuela,Madrid,Entire home/apt,"43,00 €","$49,88",228,3,44,Disponibilidad baja,profesional
11001575,Your Madrid Home,22786706,Alessandra,Rios Rosas,Chamberí,Madrid,Entire home/apt,"80,00 €","$92,80",153,1,0,Disponibilidad baja,particular
11002482,Luminoso y acojedor Piso en Madrid,4503896,Maria Aparecida,Opañel,Carabanchel,Madrid,Entire home/apt,"61,00 €","$70,76",0,1,0,Disponibilidad baja,particular
11003874,Room in Madrid Capital,55671582,Jose,Opañel,Carabanchel,Madrid,Private room,"17,00 €","$19,72",20,2,345,Disponibilidad alta,particular
11004186,"Amplia vivienda exterior Caja Mágica, 50€ noche",2428976,Esmeralda,San Fermín,Usera,Madrid,Entire home/apt,"50,00 €","$58,00",26,1,72,Disponibilidad baja,particular
11028461,PENTHOUSE w/ Swimming Pool,5144517,Fernando (Swindontravellers),Castellana,Salamanca,Madrid,Entire home/apt,"400,00 €","$464,00",73,12,0,Disponibilidad baja,profesional
11028671,Apartment in Royal Palace,57231649,Monica,Casa de Campo,Moncloa - Aravaca,Madrid,Entire home/apt,"56,00 €","$64,96",195,2,288,Disponibilidad alta,particular
11041389,Piso Wanda/Julian Camarillo 4P.,54387648,Fernando,Simancas,San Blas - Canillejas,Madrid,Entire home/apt,"32,00 €","$37,12",74,2,148,Disponibilidad media,particular
11043758,"Aeropuerto,Ifema,RMciudad deportiva",57314745,Germán,Valdefuentes,Hortaleza,Madrid,Entire home/apt,"89,00 €","$103,24",69,1,364,Disponibilidad alta,particular
11049959,Big apartment in Madrid center,15251762,Ana,Universidad,Centro,Madrid,Entire home/apt,"38,00 €","$44,08",8,1,0,Disponibilidad baja,particular
11050061,Precioso duplex cercano al centro.,57351353,Gemma María,Moscardó,Usera,Madrid,Private room,"21,00 €","$24,36",7,1,0,Disponibilidad baja,particular
11054846,Cosy Room with TV in our apart.,16365487,Edu&Manu,Embajadores,Centro,Madrid,Private room,"106,00 €","$122,96",10,1,179,Disponibilidad media,particular
11056834,"Cozy loft centro de Madrid Wifi,calefacción",57286373,Monica,Justicia,Centro,Madrid,Entire home/apt,"75,00 €","$87,00",169,1,354,Disponibilidad alta,particular
11057913,ROYAL PALACE-OPERA (GREAT VIEWS),9211956,Isabel,Palacio,Centro,Madrid,Entire home/apt,"61,00 €","$70,76",64,1,167,Disponibilidad media,particular
11077428,APARTMENT 6PAX GRAN VIA CENTRO PUERTA SOL MALASAÑA,5542111,Melvin Enrique,Universidad,Centro,Madrid,Entire home/apt,"90,00 €","$104,40",252,53,365,Disponibilidad alta,profesional
11079684,ATTIC with TERRACE,37175945,Ana,Cuatro Caminos,Tetuán,Madrid,Private room,"39,00 €","$45,24",146,1,0,Disponibilidad baja,particular
11080840,In front Madrid-Río Park III,5675916,Tea,Chopera,Arganzuela,Madrid,Private room,"15,00 €","$17,40",83,4,5,Disponibilidad baja,profesional
11080873,Quiet room in modern apartment.,57495696,Gerben,Ventas,Ciudad Lineal,Madrid,Private room,"35,00 €","$40,60",29,1,179,Disponibilidad media,particular
11083903,CHAMBRE LIT DOUBLE 2 BALCONS A SOL,17655057,Alexis,Sol,Centro,Madrid,Private room,"15,00 €","$17,40",0,1,0,Disponibilidad baja,particular
11085836,habitacion barata centro madrid,57550099,Jay,Embajadores,Centro,Madrid,Private room,"60,00 €","$69,60",0,1,0,Disponibilidad baja,particular
11087060,EXCLUSIVA HABITACION,54391165,Danne,Rejas,San Blas - Canillejas,Madrid,Private room,"40,00 €","$46,40",0,1,0,Disponibilidad baja,particular
11094912,Precioso Apto. céntrico totalmente equipado,57614931,Maria,Prosperidad,Chamartín,Madrid,Entire home/apt,"65,00 €","$75,40",0,1,0,Disponibilidad baja,particular
11095680,Alojamiento familiar para 1 o 2 personas en Madrid,48398877,María Jesús,Palomeras Bajas,Puente de Vallecas,Madrid,Private room,"21,00 €","$24,36",116,2,342,Disponibilidad alta,particular
11101932,Apartamento en barrio de Salamanca,14695154,Abaco,Goya,Salamanca,Madrid,Entire home/apt,"120,00 €","$139,20",15,1,0,Disponibilidad baja,particular
11112633,Double room - Madrid Center,57729379,María,Argüelles,Moncloa - Aravaca,Madrid,Private room,"40,00 €","$46,40",2,1,0,Disponibilidad baja,particular
11113740,Habitación privada. Barrio Salamanca,57735136,Alied,Goya,Salamanca,Madrid,Private room,"20,00 €","$23,20",193,2,2,Disponibilidad baja,particular
11117931,City Centre new room en suite,14309087,Jorge,Universidad,Centro,Madrid,Private room,"45,00 €","$52,20",314,1,135,Disponibilidad media,particular
11123242,Cozy Room Latina,47923936,Karmen,Acacias,Arganzuela,Madrid,Private room,"42,00 €","$48,72",198,9,270,Disponibilidad alta,profesional
11124834,Fuencarral Apartment C,596469,Gabriel Avalos,Trafalgar,Chamberí,Madrid,Entire home/apt,"98,00 €","$113,68",33,25,142,Disponibilidad media,profesional
11132020,Espectacular apartamento en pleno centro de Madrid,31772865,Roomspace,Universidad,Centro,Madrid,Entire home/apt,"92,00 €","$106,72",6,10,135,Disponibilidad media,profesional
11135042,Little room in La Latina,47923936,Karmen,Palacio,Centro,Madrid,Private room,"45,00 €","$52,20",160,9,270,Disponibilidad alta,profesional
11138479,Appartement 70 squared meter Madrid,57884536,Jad,Castellana,Salamanca,Madrid,Entire home/apt,"40,00 €","$46,40",3,1,0,Disponibilidad baja,particular
11142775,Palace Style -Barrio de Salamanca,50366884,Javier,Lista,Salamanca,Madrid,Entire home/apt,"250,00 €","$290,00",0,1,0,Disponibilidad baja,particular
11143294,Habitación exterior tranquila,46270528,Asun,Valdezarza,Moncloa - Aravaca,Madrid,Shared room,"23,00 €","$26,68",4,1,0,Disponibilidad baja,particular
11143896,Atenas Park view!,6649054,Pedram,Imperial,Arganzuela,Madrid,Entire home/apt,"58,00 €","$67,28",23,1,279,Disponibilidad alta,particular
11146161,Apartamento Madrid Centro,53916422,Fior,Palacio,Centro,Madrid,Entire home/apt,"49,00 €","$56,84",371,2,47,Disponibilidad baja,particular
11152505,Madrid  Centro - Cipri´s House. Museos. Familiar,12898424,Cipri,Embajadores,Centro,Madrid,Entire home/apt,"65,00 €","$75,40",86,3,270,Disponibilidad alta,profesional
11154549,Apartamento con Altillo. Centro. C/Toledo,40877988,Raul,Sol,Centro,Madrid,Entire home/apt,"65,00 €","$75,40",238,59,108,Disponibilidad media,profesional
11157403,plaza mayor-sol,55015776,Rosa,Sol,Centro,Madrid,Private room,"75,00 €","$87,00",0,2,0,Disponibilidad baja,particular
11157449,Plaza Mayor- Puerta del Sol,55015776,Rosa,Sol,Centro,Madrid,Private room,"70,00 €","$81,20",0,2,0,Disponibilidad baja,particular
11159527,Renewed apartment in Madrid,57548030,Carlos,Argüelles,Moncloa - Aravaca,Madrid,Private room,"22,00 €","$25,52",55,3,0,Disponibilidad baja,profesional
11179512,Apartamento Mar de Cristal★Parking★AC,58180200,Apartamentos Ifema S.L.,Pinar del Rey,Hortaleza,Madrid,Entire home/apt,"90,00 €","$104,40",59,7,74,Disponibilidad baja,profesional
11186198,Basement in the heart of Madrid,15318459,Sophia,Embajadores,Centro,Madrid,Entire home/apt,"31,00 €","$35,96",479,1,330,Disponibilidad alta,particular
11195878,IN GOLDEN MILE,58293598,Eugenia,Castellana,Salamanca,Madrid,Entire home/apt,"192,00 €","$222,72",104,1,365,Disponibilidad alta,particular
11200141,La Buhardilla de la villa,14671913,Susana,Palacio,Centro,Madrid,Entire home/apt,"56,00 €","$64,96",128,1,1,Disponibilidad baja,particular
11203682,Habitaciòn en piso en Madrid centro,58339419,Ivàn,Embajadores,Centro,Madrid,Private room,"40,00 €","$46,40",3,2,0,Disponibilidad baja,particular
